NumberSimple,Name,Year,depth_index,Coded,HBType,HBTypeCode,WTOType,TypeMemb,3rdCountryName_1st,3rdCountryCode_1st,3rdCountryName_2nd,3rdCountryCode_2nd,NorthSouth,RegionCon,TypeDepth,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91
293,EC,1957,,1,CU,3,CU_EIA,2,,,,,1,1,3,56,250,276,380,442,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,EC Amsterdam,1997,,1,,,,2,,,,,1,1,3,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,EC Egypt,1977,,1,PTA_PSA,1,FTA,3,Egypt,818,,,2,6,1,56,276,250,380,442,528,208,372,826,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,EC Egypt Agreement,1972,,1,PTA_PSA,1,FTA,3,Egypt,818,,,2,6,1,56,276,250,380,442,528,208,372,826,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,EC Egypt Euro-Med Association Agreement,2001,,1,FTA,2,FTA,3,Egypt,818,,,2,6,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,EC Estonia,1994,,1,FTA,2,FTA_EIA,3,Estonia,233,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,EC Estonia Europe Agreement,1995,,1,FTA,2,,3,Estonia,233,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,EC Faroe Islands,1996,,1,FTA,2,FTA,3,Faroe Islands,234,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,EC Faroe Islands,1991,,1,FTA,2,FTA,3,Faroe Islands,234,,,1,1,2,56,276,250,380,442,528,208,372,826,300,724,620,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,EC Finland,1972,,1,FTA,2,FTA,3,Finland,246,,,1,1,2,56,276,250,380,442,528,208,372,826,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,EC Greece Additional Protocol,1975,,1,,,FTA,3,Greece,300,,,1,1,2,56,276,250,380,442,528,208,372,826,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,EC Greece Association Agreement,1961,,1,FTA,2,CU,3,Greece,300,,,1,1,3,56,276,250,380,442,528,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,EC Hungary,1991,,1,FTA,2,FTA_EIA,3,Hungary,348,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,EC Iceland,1972,,1,FTA,2,FTA,3,Iceland,352,,,1,1,2,56,276,250,380,442,528,208,372,826,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,EC Israel,1970,,1,PTA_PSA,1,FTA,3,Israel,376,,,2,6,1,56,276,250,380,442,528,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,EC Israel,1975,,1,FTA,2,FTA,3,Israel,376,,,2,6,2,56,276,250,380,442,528,208,372,826,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,EC Israel Euro-Med Association Agreement,1995,,1,FTA,2,FTA,3,Israel,376,,,2,6,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,EC Jordan,1977,,1,PTA_PSA,1,FTA,3,Jordan,400,,,2,6,1,56,276,250,380,442,528,208,372,826,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,EC Jordan Euro-Med Association Agreement,1997,,1,FTA,2,FTA,3,Jordan,400,,,2,6,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,EC Latvia,1994,,1,FTA,2,FTA_EIA,3,Latvia,428,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,EC Latvia Europe Agreement,1995,,1,FTA,2,,3,Latvia,428,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,EC Lebanon,1972,,1,PTA_PSA,1,FTA,3,Lebanon,422,,,2,6,1,56,276,250,380,442,528,208,372,826,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,EC Lebanon,1977,,1,PTA_PSA,1,FTA,3,Lebanon,422,,,2,6,1,56,276,250,380,442,528,208,372,826,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,EC Lebanon Euro-Med Association Agreement,2002,,1,,,,3,Lebanon,422,,,2,6,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,EC Lisbon,2007,,1,,,,2,,,,,1,1,3,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,233,428,440,196,470,203,705,703,348,616,100,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,EC Lithuania,1994,,1,FTA,2,FTA_EIA,3,Lithuania,440,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,EC Lithuania Europe Agreement,1995,,1,FTA,2,,3,Lithuania,440,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,EC Maastricht,1992,,1,,,,2,,,,,1,1,3,56,276,250,380,442,528,208,372,826,300,724,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,EC Macedonia SAA,2001,,1,FTA,2,,3,Macedonia,807,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,EC Malta,1970,,1,CU,3,CU,3,Malta,470,,,2,1,3,56,276,250,380,442,528,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,EC Mexico,2000,,1,FTA,2,FTA_EIA,3,Mexico,484,,,2,6,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,EC Montenegro SAA,2007,,1,,,,3,Montenegro,499,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,233,428,440,196,470,203,705,703,348,616,100,642,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,EC Morocco,1976,,1,PTA_PSA,1,FTA,3,Morocco,504,,,2,6,1,56,276,250,380,442,528,208,372,826,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,EC Morocco Association Agreement,1969,,1,PTA_PSA,1,FTA,3,Morocco,504,,,2,6,1,56,276,250,380,442,528,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,EC Morocco Euro-Med Association Agreement,1996,,1,FTA,2,FTA,3,Morocco,504,,,2,6,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,EC Nice,2001,,1,,,,2,,,,,1,1,3,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,EC Norway,1973,,1,FTA,2,FTA,3,Norway,578,,,1,1,2,56,276,250,380,442,528,208,372,826,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,EC Poland,1991,,1,FTA,2,FTA_EIA,3,Poland,616,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,EC Portugal,1972,,1,FTA,2,FTA,3,Portugal,620,,,1,1,2,56,276,250,380,442,528,208,372,826,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,EC Portugal Additional Protocol,1976,,1,,,FTA,3,Portugal,620,,,1,1,2,56,276,250,380,442,528,208,372,826,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,EC Romania,1993,,1,FTA,2,FTA_EIA,3,Romania,642,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,EC San Marino,1991,,1,CU,3,CU,3,San Marino,674,,,1,1,3,56,276,250,380,442,528,208,372,826,300,724,620,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,EC Serbia SAA,2008,,1,,,,3,Serbia,688,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,233,428,440,196,470,203,705,703,348,616,100,642,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,EC Single European Act,1986,,1,,,,2,,,,,1,1,3,56,276,250,380,442,528,208,372,826,300,724,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,EC Slovakia,1993,,1,FTA,2,FTA_EIA,3,Slovakia,703,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,EC Slovenia,1993,,1,PTA_PSA,1,FTA,3,Slovenia,705,,,2,1,1,56,276,250,380,442,528,208,372,826,300,724,620,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,EC Slovenia Europe Agreement,1996,,1,FTA,2,,3,Slovenia,705,,,2,1,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,EC South Africa,1999,,1,FTA,2,FTA,3,South Africa,710,,,2,6,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,EC Spain,1970,,1,PTA_PSA,1,FTA,3,Spain,724,,,1,1,1,56,276,250,380,442,528,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,EC Sweden,1972,,1,FTA,2,FTA,3,Sweden,752,,,1,1,2,56,276,250,380,442,528,208,372,826,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,EC Switzerland Liechtenstein,1972,,1,FTA,2,FTA,3,Switzerland,756,Liechtenstein,438,1,1,2,56,276,250,380,442,528,208,372,826,756,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,EC Syria,1977,,1,PTA_PSA,1,FTA,3,Syria,760,,,2,6,1,56,276,250,380,442,528,208,372,826,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,EC Tunisia,1976,,1,PTA_PSA,1,FTA,3,Tunisia,788,,,2,6,1,56,276,250,380,442,528,208,372,826,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,EC Tunisia Association Agreement,1969,,1,PTA_PSA,1,FTA,3,Tunisia,788,,,2,6,1,56,276,250,380,442,528,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,EC Tunisia Euro-Med Association Agreement,1995,,1,FTA,2,FTA,3,Tunisia,788,,,2,6,2,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,EC Turkey,1995,,1,CU,3,CU,3,Turkey,792,,,2,6,3,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,EC Turkey Additional Protocol,1970,,1,,,FTA,3,Turkey,792,,,2,6,2,56,276,250,380,442,528,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,EC Turkey Association Agreement (Ankara Agreement),1963,,1,PTA_PSA,1,FTA,3,Turkey,792,,,2,6,1,56,276,250,380,442,528,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,EC Turkey Supplementary Protocol,1973,,1,,,CU,3,Turkey,792,,,2,6,3,56,276,250,380,442,528,208,372,826,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,EC Yugoslavia,1980,,1,,,FTA,3,Yugoslavia,688,,,2,1,2,56,276,250,380,442,528,208,372,826,300,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Economic and Monetary Community of Central Africa (CEMAC),1994,,1,FTA_CU,3,CU,2,,,,,3,3,3,120,140,148,226,266,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Economic and Monetary Community of Central Africa (CEMAC) revised ,2008,,1,,,,2,,,,,3,3,3,120,140,148,226,266,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Economic Community of Central African States (ECCAS-CEEAC),1983,,1,,,,2,,,,,3,3,3,108,120,140,178,266,226,646,678,148,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Economic Community of Central African States (ECCAS-CEEAC) PTA/FTA/CU,2004,,0,CU,,,2,,,,,3,3,,24,108,120,140,178,266,226,646,678,148,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Economic Community of the Great Lakes (CEPGL) Economic and Customs Cooperation Agreement,1978,,0,PTA/FTA/CU,,,2,,,,,3,3,,108,646,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Economic Community Of West African States (ECOWAS),1975,,1,FTA_CU,3,,2,,,,,3,3,3,204,854,384,270,288,624,430,466,478,562,566,686,694,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Economic Community Of West African States (ECOWAS),1993,,1,,,CU,2,,,,,3,3,3,204,854,132,384,270,288,624,430,466,478,562,566,686,694,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Economic Cooperation Organization (ECO) Preferences,1991,,1,PTA_PSA,1,PTA,2,,,,,3,2,1,364,586,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Economic Cooperation Organization Trade Agreement (ECOTA),2003,,1,,,,2,,,,,3,2,1,4,364,586,762,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Ecuador Mexico,1993,,1,,,,1,,,,,3,4,1,218,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Ecuador Paraguay,1994,,1,PTA_PSA,1,,1,,,,,3,4,1,218,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Ecuador Uruguay,1994,,1,PTA_PSA,1,,1,,,,,3,4,1,218,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,EFTA,1960,,1,FTA,2,FTA_EIA,2,,,,,1,1,2,40,208,620,756,578,752,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,EFTA Egypt,2007,,1,,,FTA,3,Egypt,818,,,2,6,2,438,352,578,756,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,EFTA Estonia,1995,,1,FTA,2,FTA,3,Estonia,233,,,2,1,2,438,352,578,756,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,EFTA GCC,2009,,1,,,FTA_EIA,4,,,,,2,6,2,352,438,578,756,784,48,414,512,682,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,EFTA Hungary,1993,,1,FTA,2,FTA,3,Hungary,348,,,2,1,2,40,246,752,438,352,578,756,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,EFTA Israel,1992,,1,FTA,2,FTA,3,Israel,376,,,2,6,2,40,246,752,438,352,578,756,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,EFTA Jordan,2001,,1,FTA,2,FTA,3,Jordan,400,,,2,6,2,438,352,578,756,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,EFTA Korea,2005,,1,FTA,2,FTA_EIA,3,Korea,410,,,2,6,2,438,352,578,756,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,EFTA Latvia,1995,,1,FTA,2,FTA,3,Latvia,428,,,2,1,2,438,352,578,756,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,EFTA Lebanon,2004,,1,FTA,2,FTA,3,Lebanon,422,,,2,6,2,438,352,578,756,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,EFTA Lithuania,1995,,1,FTA,2,FTA,3,Lithuania,440,,,2,1,2,438,352,578,756,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,EFTA Macedonia,2000,,1,FTA,2,FTA,3,Macedonia,807,,,2,1,2,438,352,578,756,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,EFTA Mexico,2000,,1,FTA,2,FTA_EIA,3,Mexico,484,,,2,6,2,438,352,578,756,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,EFTA Morocco,1997,,1,FTA,2,FTA,3,Morocco,504,,,2,6,2,438,352,578,756,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,EFTA Poland,1992,,1,FTA,2,FTA,3,Poland,616,,,2,1,2,40,246,752,438,352,578,756,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,EFTA Romania,1992,,1,FTA,2,FTA,3,Romania,642,,,2,1,2,40,246,752,438,352,578,756,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,EFTA Serbia,2009,,1,,,,3,Serbia,688,,,2,1,2,438,352,578,756,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,EFTA services,2001,,1,,,,2,,,,,1,1,4,352,438,578,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,EFTA Singapore,2002,,1,FTA,2,FTA_EIA,3,Singapore,702,,,2,6,2,438,352,578,756,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,EFTA Slovenia,1995,,1,FTA,2,FTA,3,Slovenia,705,,,2,1,2,438,352,578,756,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
