NumberSimple,Name,Year,depth_index,Coded,HBType,HBTypeCode,WTOType,TypeMemb,3rdCountryName_1st,3rdCountryCode_1st,3rdCountryName_2nd,3rdCountryCode_2nd,NorthSouth,RegionCon,TypeDepth,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91
506,Israel Jordan,1995,,1,,,,1,,,,,3,2,1,376,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Israel Jordan,2004,,0,FTA,,,1,,,,,3,2,,376,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Israel MERCOSUR,2007,,1,,,,3,Israel,376,,,3,6,2,376,32,76,600,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Israel Mexico,2000,,1,FTA,2,FTA,1,,,,,3,6,2,376,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Israel PLO,1994,,1,CU,3,,1,,,,,3,2,3,376,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Israel Poland,1997,,1,FTA,2,FTA,1,,,,,3,6,2,376,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Israel Romania,2001,,1,FTA,2,FTA,1,,,,,3,6,2,376,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Israel Slovakia,1996,,1,FTA,2,FTA,1,,,,,3,6,2,376,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Israel Slovenia,1998,,1,FTA,2,FTA,1,,,,,3,6,2,376,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Israel Turkey,1996,,1,FTA,2,FTA,1,,,,,3,2,2,376,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Israel US,1985,,1,FTA,2,FTA,1,,,,,2,6,2,376,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Japan Malaysia,2005,,1,FTA,2,FTA_EIA,1,,,,,2,2,2,392,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Japan Mexico,2004,,1,FTA,2,FTA_EIA,1,,,,,2,6,2,392,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Japan Philippines,2006,,1,,,FTA_EIA,1,,,,,2,2,2,392,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Japan Singapore,2002,,1,FTA,2,FTA_EIA,1,,,,,2,2,2,392,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Japan Switzerland,2009,,1,,,FTA_EIA,1,,,,,1,6,2,392,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Japan Thailand,2007,,1,,,FTA_EIA,1,,,,,2,2,2,392,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Japan Vietnam,2008,,1,,,FTA_EIA,1,,,,,2,2,2,392,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Jordan Kuwait,2001,,1,FTA,2,,1,,,,,3,2,2,400,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Jordan Kuwait ,1986,,1,,,,1,,,,,3,2,2,400,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Jordan Lebanon,1992,,1,FTA,2,,1,,,,,3,2,2,400,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Jordan Lebanon,2002,,1,,,,1,,,,,3,2,2,400,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Jordan Libya,1992,,1,,,,1,,,,,3,6,2,400,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Jordan Morocco,1994,,1,,,,1,,,,,3,6,1,400,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Jordan Morocco,1998,,1,FTA,2,,1,,,,,3,3,2,400,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Jordan PLO,1995,,1,FTA,2,,1,,,,,3,2,2,400,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Jordan Qatar,1980,,1,,,,1,,,,,3,2,1,400,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Jordan Saudi Arabia,1962,,1,,,,1,,,,,3,2,1,400,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Jordan Singapore,2004,,1,FTA,2,FTA_EIA,1,,,,,3,2,2,400,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Jordan Sudan,2003,,1,FTA,2,,1,,,,,3,6,2,400,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Jordan Sudan,1966,,1,,,,1,,,,,3,6,1,400,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Jordan Syria,2001,,1,FTA,2,,1,,,,,3,2,2,400,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Jordan Syria,1965,,1,,,,1,,,,,3,2,1,400,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Jordan Syria,1975,,1,,,,1,,,,,3,2,1,400,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Jordan Tunisia,1998,,1,FTA,2,,1,,,,,3,3,2,400,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Jordan Turkey,2009,,1,,,,1,,,,,3,6,2,400,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Jordan UAE,2000,,1,FTA,2,,1,,,,,3,2,2,400,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Jordan US,2000,,1,FTA,2,FTA_EIA,1,,,,,2,6,2,400,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Kazakhstan Kyrgyzstan,1995,,1,FTA,2,FTA,1,,,,,3,2,2,398,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Kazakhstan Moldova,1995,,0,FTA,,,1,,,,,3,6,,398,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Kazakhstan Russia,1992,,0,FTA,,,1,,,,,3,6,,398,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Kazakhstan Tajikistan,1995,,0,FTA,,,1,,,,,3,2,,398,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Kazakhstan Ukraine,1994,,1,FTA,2,FTA,1,,,,,3,6,2,398,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Kazakhstan Uzbekistan,1997,,0,FTA,,,1,,,,,3,2,,398,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Korea Singapore,2005,,1,FTA,2,FTA_EIA,1,,,,,3,2,2,410,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Korea US,2007,,1,,,,1,,,,,2,6,2,410,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Kuwait Lebanon,1998,,0,,,,1,,,,,3,2,,414,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Kuwait Tunisia,1988,,0,,,,1,,,,,3,6,,414,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Kuwait UAE,1972,,1,,,,1,,,,,3,2,5,414,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Kyrgyzstan Moldova,1995,,1,FTA,2,FTA,1,,,,,3,6,2,417,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Kyrgyzstan Russia,1992,,1,FTA,2,FTA,1,,,,,3,6,2,417,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Kyrgyzstan Tajikistan,2000,,0,FTA,,,1,,,,,3,2,,417,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Kyrgyzstan Ukraine,1995,,1,FTA,2,FTA,1,,,,,3,6,2,417,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Kyrgyzstan Uzbekistan,1996,,1,FTA,2,FTA,1,,,,,3,2,2,417,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Laos Thailand,1991,,1,PTA_PSA,1,PTA,1,,,,,3,2,1,418,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Latin American Free Trade Area (LAFTA),1960,,1,PTA_PSA,1,FTA,2,,,,,3,4,1,32,76,152,484,600,604,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Latin American Integration Association (ALADI LAIA),1980,,1,PTA_PSA,1,PTA,2,,,,,3,4,1,32,68,76,152,170,218,484,600,604,858,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Latvia Norway,1992,,1,FTA,2,FTA,1,,,,,2,1,2,428,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Latvia Poland,1997,,1,FTA,2,FTA,1,,,,,3,1,2,428,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Latvia Slovakia,1996,,1,FTA,2,FTA,1,,,,,3,1,2,428,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Latvia Slovenia,1996,,1,FTA,2,FTA,1,,,,,3,1,2,428,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Latvia Sweden,1992,,1,FTA,2,FTA,1,,,,,2,1,2,428,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Latvia Switzerland,1992,,1,FTA,2,FTA,1,,,,,2,1,2,428,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Latvia Turkey,1998,,1,FTA,2,FTA,1,,,,,3,6,2,428,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Latvia Ukraine,1995,,0,FTA,,,1,,,,,3,1,,428,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Lebanon Syria,1993,,0,PTA/PSA,,,1,,,,,3,2,,422,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Lebanon UAE,2000,,0,FTA,,,1,,,,,3,2,,422,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Libya Morocco,1990,,1,,,,1,,,,,3,3,3,434,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Libya Tunisia,2001,,0,FTA,,,1,,,,,3,3,,434,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Lithuania Norway,1992,,1,FTA,2,FTA,1,,,,,2,1,2,440,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Lithuania Poland,1996,,1,FTA,2,FTA,1,,,,,3,1,2,440,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Lithuania Slovakia,1996,,1,FTA,2,FTA,1,,,,,3,1,2,440,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Lithuania Slovenia,1996,,1,FTA,2,FTA,1,,,,,3,1,2,440,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Lithuania Sweden,1991,,1,FTA,2,FTA,1,,,,,2,1,2,440,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Lithuania Switzerland,1992,,1,FTA,2,FTA,1,,,,,2,1,2,440,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Lithuania Turkey,1997,,1,FTA,2,FTA,1,,,,,3,6,2,440,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Lithuania Ukraine,1995,,0,FTA,,,1,,,,,3,1,,440,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Lomé I ,1975,,1,PTA_PSA,1,FTA,4,,,,,2,6,1,56,276,208,372,826,250,380,442,528,44,52,72,108,120,140,148,180,231,204,242,266,270,288,308,324,624,226,328,388,404,426,430,384,454,450,466,478,480,562,566,178,646,686,694,706,736,748,768,834,776,780,800,882,854,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Lomé II,1979,,1,PTA_PSA,1,FTA,4,,,,,2,6,1,56,276,208,372,826,250,380,442,528,44,52,72,108,120,140,148,180,132,174,262,212,231,204,242,266,270,288,308,324,624,226,328,388,404,296,426,430,384,454,450,466,478,480,562,566,178,598,646,90,686,694,662,678,690,706,736,740,748,768,834,776,780,798,800,882,854,894,,,,,,,,,,,,,,,,,,,,,,,,
586,Lomé III,1984,,1,PTA_PSA,1,FTA,4,,,,,2,6,1,56,276,208,372,826,300,250,380,442,528,28,44,52,72,108,84,120,140,148,180,132,262,212,231,204,242,266,270,288,308,324,624,226,328,388,404,296,174,426,430,384,454,450,466,478,480,508,562,566,178,598,646,659,662,670,90,686,694,678,690,706,736,740,748,768,834,776,780,798,548,800,882,854,894,716,,,,,,,,,,,,,,,,
587,Lomé IV,1989,,1,PTA_PSA,1,,4,,,,,2,6,1,56,276,208,724,372,826,300,250,380,442,528,620,24,28,44,52,72,108,84,120,140,148,180,132,262,212,214,231,204,242,266,270,288,308,324,624,226,328,332,388,404,296,174,426,430,384,454,450,466,478,480,508,562,566,178,598,646,659,662,670,90,686,694,678,690,706,736,740,748,768,834,776,780,798,548,800,882,854,894,716,,,,,,,,,,,
588,Macedonia Kosovo,2005,,0,FTA,,,1,,,,,3,1,,807,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Macedonia Moldova,2004,,1,FTA,2,FTA,1,,,,,3,1,2,498,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Macedonia Romania,2003,,1,FTA,2,FTA,1,,,,,3,1,2,807,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Macedonia Serbia and Montenegro,1996,,0,FTA,,,1,,,,,3,1,,807,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Macedonia Slovenia,1996,,1,FTA,2,FTA,1,,,,,3,1,2,807,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Macedonia Turkey,1999,,1,FTA,2,FTA,1,,,,,3,6,2,807,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Macedonia Ukraine,2001,,1,FTA,2,FTA,1,,,,,3,1,2,807,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Malawi Mozambique,2005,,1,PTA,1,,1,,,,,3,3,1,454,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Malawi South Africa,1967,,0,PTA,,,1,,,,,3,3,,454,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Malaysia New Zealand,2009,,1,,,,1,,,,,2,2,2,458,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Malaysia Pakistan,2007,,1,,,FTA_EIA,1,,,,,3,2,2,458,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Mano River Union,1973,,1,CU,3,,1,,,,,3,3,3,430,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Mauritania Morocco,1986,,1,,,,1,,,,,3,3,1,478,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Mauritius Pakistan,2007,,1,,,,1,,,,,3,6,1,480,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Melanesian Spearhead Group (MSG ),1993,,1,PTA_PSA,1,PTA,2,,,,,3,5,1,598,90,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,MERCOSUR,1991,,1,CU,3,CU_EIA,2,,,,,3,4,3,32,76,600,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,MERCOSUR Mexico Auto Agreement,2002,,1,C,5,,3,Mexico,484,,,3,4,1,32,76,600,858,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,MERCOSUR Peru,2005,,1,PTA_PSA,1,,3,Peru,604,,,3,4,1,32,76,600,858,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,MERCOSUR services,1997,,1,,,,2,,,,,3,4,4,32,76,600,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,MERCOSUR Southern African Customs Union (SACU),2004,,1,,,,4,,,,,3,6,2,32,76,600,858,72,426,516,748,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
